
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00019077 ";"DOCN";"SIR";"[PIE] - fonction ABP050TY 1234P 2016-2017";"19/05/15";"29/01/16";" ";"DAM";"PASIRPI";;;;"SOUMIS";"19/05/15";"D";" Intégration du nouveau Guide Professionnel et de l¿indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et de contrôles supportages. Mise à jour ZS I2-3 et I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Suppression de la ZS E3-1.";
"00019083 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°157 à 161 AVRIL 2015";"19/05/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"19/05/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°157 à 161 soit jusque fin Avril 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ------------- ATTENTION ------------- MODIFICATION DU DOCUMENT NIR LE 13.08.2015 MERCI D'UTILISER LE DOCUMENT DED SDIN AVRIL 2015 INDICE 1 IM LE 13/08/15 ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00019145 ";"DOCN";" ";"DI001 - MEA de la FA RRI 034 C PNPP1371 - 3P2017 DAM";"21/05/15";"01/12/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/05/15";"D";" CADRE : MEA de la FA RRI 034 indice C CONTEXTE : Mise en exploitation de la modif PNPP1371 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 8h pour intégration chapitre 9 CHARGE DE TRAVAIL : 8h pour intégration doc site CHARGE DE TRAVAIL : 8h pour intégration SI *********************************************************** COMMENTAIRES ILD AU CLIP 39 DU 15 AVRIL 2015 : Courrier vu au &2. L'EPA RRI200 est en prestation (PMRQ SCO) de l'EPC RRI200. La modification est planifiée en 2015 (TR1), 2016 (TR2 et 4) , 2017(TR3). Création de 4 PA, pilote PASURPRCH9 (A Gaudin/M Vienet), 1P2015, 2P2016, 3P2017, 4P2016, 1 action SCO (PAEXPPI pour B Vignier/ D Ravix), 1 action TR (PAAUTPI pour P Crozat), 1 action SSI (PADOCPRDOC), échéances : 01/09/2015(TR1); 01/07/2016(TR2); 01/08/2016(TR4); 01/12/2017(TR3).";
"00019494 ";"DOCN";" ";"DI001 - DT396 (1) Management du Pluriannuel - 1234C2017 DAM";"04/06/15";"31/12/17";" ";"DAM";"PAPJTPI";;;;"NOTIFIÉ";"04/06/15";"D";" COMMENTAIRES ILD AU CLIP 41DU 13/05/2015 : Evolution qui intègre le grand carénage, les AT, le TEM, le PP. Trajectoire site à fournir fin 2015 et niveau BON à atteindre avant fin 2017 pour l'ensemble des règles . Création d'1PA (19494), pilote SAP Pluri (JL Rousseaud), 1234C2017, échéance : 31/12/2017, 1 action SSI (PADOCPRDOC) . Le Pilote créera des actions complémentaires si besoin vers ILP, CDP TEM, CDP AT, ...";
"00019575 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°162 à 165 MAI 2015";"08/06/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"08/06/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°162 à 165 soit jusque fin Mai 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ****** ATTENTION ********* ONGLET DOCUMENT, NIR MODIFIE LE 13.08.2015, CHOISIR DOCUMENT DED SDIN MAI 2015 INDICE 1 - IM LE 13/08/15 ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00020253 ";"DOCN";"IDS";"DI001 - MEA de AP913 TF1468 - J1A - 1234P2017 DAM";"23/06/15";"30/06/16";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"26/08/15";"D";" CADRE : MEA de AP913 TF1468 - J1A CONTEXTE : Task Force 1468 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 18h ************************************** COMMENTAIRES ILD AU CLIP 43 DU 10.06.2015 : Analyse : Décline la FA2 au PB AP913 01 et 02 ind2, vue en CLIP41. IPC possible. Création d'1PA (20253), pilote PAIDSPI (B Baudoin), discipline : IDS, 1234P2017, échéance : 30/06/2016. 1 action EL (PAMECPI pour R Dupont), 1 action MT  (PAMECPI pour R Dupont), 1 action RO (PACHAPI pour C Balland). Question CLIP : ajoute t on une action EL pour engagement ASN sur AT/2015 ? Attention : livraison de PMRQ/OTM avec engagement ASN (courrier UNIE vers CNPE D455032158164) de mettre en oeuvre certains programmes (décharges BT par ex) dès les AT2015.";
"00020292 ";"DOCN";" ";"DI001 - MEA DE LA MAJ DE LA NTAQ 00289 - 1234C2015 DAM";"24/06/15";"01/10/15";" ";"DAM";"PAFARPI";;;;"NOTIFIÉ";"24/06/15";"D";" COMMENTAIRES ILD AU CLIP 42 DU 27/05/2015 : Impositions aux fournisseurs  titulaires de contrat de métrologie. Les prestations de métrologie sont centralisées à la FARN. Exigence d'intégration sous 3 mois. Création d'1 PA (20292). Demande de création d'1GRP FARN faite à SDIN. Dans l'attente, le PADOCN sera envoyé en nominatif à Didier Lescure (matricule)B85015; 1 action pour B85015 (FARN), pilote (D Lescure), 1234C2015 échéance : 01/10/2015";
"00020503 ";"DOCN";" ";"DI001-MEA IND5 CPTABILISAT° DOSES ET SYST INFO-1234C2017 DAM";"29/06/15";"31/12/16";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"28/07/15";"D";" COMMENTAIRES ILD AU CLIP 44 DU 25/06/2015 : Référentiel RP chap5 montée d'indice du thème à l'ind5. IPC possible. Création d'1 PA (00020503)  pilote PASPRPI (P Gonnet), 1234C2017, échéance : 31/12/2016 pour la campagne 2017. ========================================================== pilotage des indicateurs par les actions >>Ajout d'une action SPR";
"00020508 ";"DOCN";" ";"DI001 - MEA DE L'IND4 ""OPTIMISAT° RADIOPRO"" -  1234C2017 DAM";"29/06/15";"31/12/16";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"28/07/15";"D";" COMMENTAIRES ILD AU CLIP 44 DU 25/06/2015 : indice 4 du thème suite à recodification des articles du code du travail + suppression à venir de la DT237 (utilisation de PREVAIR), ¿IPC possible. Création d'1 PA (20508)  pilote PASPRPI (P Gonnet), 1234C2017, échéance : 31/12/2016 pour la campagne 2017. =========================================================== pilotage des indicateurs par les actions >>>création d'1 action SPR";
"00020530 ";"DOCN";"VCL";"DI001-Déclinaison PB900 AM470-06 ind0 - 1234P2017 - DAM";"30/06/15";"30/06/16";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"27/08/15";"D";" CADRE : Déclinaison PB Aérothermes CONTEXTE : Contexte de la lettre MEA APPLICABILITE : CPY DECLINAISON COMPLETE : NON, les listes d'équipement sont limités aux matériels communs au niveau palier. Les sites doivent donc raccrocher leurs PMRQ locaux, en fonction des matériels installés. Charge de travail : environ 150 h d'intégration. *************************** COMMENTAIRE ILD AU CLIP 44 DU 25/06/2015 : Analyse : PB aérotherme qui était piloté par FA 7105 (C Pénard) et jamais décliné sous SDIN. La FA 7105 sera cloturée suite à création d'1 PA DAM (20530), discipline : VCL, pilote PAIDSPI (J Metz pour C Pénard), 1234P2017, échéance : 30/06/2016, 1 action EL (PAMECPI pour R Dupont) ATTENTION : - Déclinaison partielle, le Pilote doit bien identifier la charge locale (PMRQ/OTM à créer..) non mutualisée - Etant donné la date de prescription du CL3 (02/2010), le Pilote doit sécuriser (comme il l'a fait pour la campagne 2015) la campagne 2016, par une analyse qui liste les activités préventives dont DAM est redevable en 2016, par rapport aux exigences et leurs périodicités.";
"00020999 ";"DOCN";"SIR";"[PIE] - fonction AHP003TY 1234P 2015-2016-2017";"06/07/15";"24/09/15";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/07/15";"D";" Modification du schéma isométrique de la fonction. Abandon notion de témoin et mise en place du sondage pour les ZS E3-3 et I3-2. Prise en compte de la modélisation de AHP003TY dans BRT CICERO (Intégrer les résultats des UT Mep coudes dans le logiciel). Modification du mode de libération du fluide pour la ZS I4-1 suite à l'audit SQS. Modification périodicités contrôles supportage. Mise à jour ZS I2-3, I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153.";
"00021063 ";"DOCN";"SIR";"[PIE] - fonction AHP009TY 1234P 2016-2017";"07/07/15";"24/09/15";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"27/12/16";"D";" Abandon notion de témoin et mise en place du sondage pour les ZS E3-3 et I3-2. Modification du schéma avec rajout d¿un coude suite à oublie. Prise en compte de la modélisation de AHP009TY dans BRT CICERO. Modification du mode de libération du fluide pour la ZS I4- 1 suite à l¿audit SQS. Modification périodicités contrôles supportage. Mise à jour ZS I2-3, I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. réouverture de l'action CH pour mise à jour BRT: piquage après robinet à supprimer.";
"00021084 ";"DOCN";" ";"DI001 - FA ASG 059 et LLS037- 1234P2018 DAM";"08/07/15";"31/12/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/07/15";"D";" ILD le 08 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage de ce CL3 avec ce PA, qui sera adapté à la réception des CL4 ou du PA palier. remplace la FA10028 intégration de ce CL3 bloqué par la RE ASG non prescrite Produit en attente ...";
"00021085 ";"DOCN";" ";"DI001 - PPN°97 - Calo TH GV SEC -  1234P2013- DAM";"08/07/15";"30/11/16";" ";"DAM";"PALNUPI";;;;"APPROUVÉ";"21/10/15";"D";" ILD le 08 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage du solde de cette PP avec ce PA. date d'échéance : 30/07/2015 courte car produit déja en retard d'intégration et impossible d'antidater un PA. remplace la FA6741 - créer des actions métiers si besoin";
"00021085 ";"DOCN";" ";"DI001 - PPN°97 - Calo TH GV SEC -  1234P2013- DAM";"08/07/15";"30/11/16";" ";"DAM";"PALNUPI";;;;"APPROUVÉ";"21/10/15";"S";"Les travaux associés à l'application de la Pratique Performante 97 ont été réalisés sur les tranches 1 et 2 du CNPE Dampierre. Pour les tranches 3 et 4, les exigences sont prises en compte dans l'OTM ??? afin que les travaux soient réalisés sur 2017 pour la tranche 3 et 2018 pour la tranche 4 (à confirmer).";
"00021087 ";"DOCN";"ELE";"DI001-DP221 ind 2 Rempl. relais ITG série 100-1234P2020- DAM";"08/07/15";"31/12/20";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"02/09/15";"A";" COREX 22.09.2016 : MTE EL dispose d'un tableau de suivi pour le déroulement de cette DP sur plusieurs années. Fin des travaux prévus en 2017 pour DAM1, 2018 pour DAM2 et 4, 2019 pour DAM3. 2020 pour DAM0 8 et 9";
"00021087 ";"DOCN";"ELE";"DI001-DP221 ind 2 Rempl. relais ITG série 100-1234P2020- DAM";"08/07/15";"31/12/20";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"02/09/15";"D";"ILD le 08 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage du solde de cette DP221 avec ce PA. date d'échéance : 31/12/2020. Remplace la FA9250 - créer des actions métiers si besoin ============================================================ pilotage des indicateurs par les actions >>création d'1 action EL";
"00021093 ";"DOCN";" ";"DI001-CSE RSE FA ASG-123C2017 DAM";"08/07/15";"31/12/17";" ";"DAM";"PAEXPPI";;;;"APPROUVÉ";"29/07/15";"D";" ILD le 08 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage de ce référentiel avec ce PA. date d'échéance : 31/12/2017 car décision site de ne pas intégrer ces documents. La question se reposera lorsque le pluri ASG sera prescrit. Remplace la FA10659 =========================================================== pilotage des indicateurs par les actions >>création d'1 action SCO";
"00021134 ";"DOCN";"ELE";"DI001-DP273 cables 6.6kV1234P2017- DAM";"09/07/15";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"09/07/15";"D";" ILD le 09 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage du solde de cette DP273 avec ce PA. date d'échéance : 31/12/2017 Remplace la FA8570 - créer des actions métiers si besoin";
"00021148 ";"DOCN";"SIR";"[PIE] - fonction AHP010TY 1234P 2016-2017";"10/07/15";"24/09/15";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"27/12/16";"D";" Abandon notion de témoin et mise en place du sondage pour les ZS E3-3 et I3-2. Modification du schéma avec rajout d¿un coude suite à oublie. Prise en compte de la modélisation de AHP010TY dans BRT CICERO. Modification du mode de libération du fluide pour la ZS I4- 1 suite à l¿audit SQS. Modification périodicités contrôles supportage. Mise à jour ZS I2-3, I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. réouverture de l'action CH pour mise à jour BRT.";
"00021356 ";"DOCN";" ";"DI001 - FA ASG 064 indice A  sondes US- 1234C2018- DAM";"20/07/15";"31/12/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/07/15";"D";" ILD le 20 juillet 2015 : fermeture de la base de suivi d'actions pour le prescriptif. Pilotage de cette FA avec ce PADOCN. Date d'échéance : 01/02/2017 en IPC à confirmer Remplace la FA10521 de la base de suivi d'action Produit associé à la RE ASG qui n'est pas prescrite à ce jour Des CL4 seront attendus coté palier";
"00021356 ";"DOCN";" ";"DI001 - FA ASG 064 indice A  sondes US- 1234C2018- DAM";"20/07/15";"31/12/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/07/15";"S";"L'échéance est reportée pour l'IPC TeM 2018 car le référentiel actuel n'intègre pas la RE ASG lot 1 qui sera intgérée en 2018";
"00021373 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°166 à 169 JUIN 2015";"21/07/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"22/07/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°166 à 169 soit jusque fin Juin 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00021793 ";"DOCN";"SIR";"[PIE] - fonction GCT606TYB 1234P 2016-2017";"30/07/15";"29/01/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"30/07/15";"D";" Intégration du nouveau Guide Professionnel et de l¿ind D du Guide Spécifique Tuyuateries. Modification périodicités Inspection Périodique et contrôles supportage. Mise à jour ZS I2-2 (R4 de la RNM) suite à la note D5140/NT/15.037. Abandon notion de témoin et mise en place du sondage sur les zones analogues (ZS E3-1). Ajout des barillets comme accessoires sous pression.";
"00022258 ";"DOCN";"SIR";"[PIE] - fonction AHP612TY 1234P 2016-2017";"13/08/15";"18/03/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"13/08/15";"D";" Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Prise en compte de la modélisation de AHP612TY dans BRT. Modification périodicité contrôle supportage et inspection périodique. Mise à jour ZS I2-6 (P11 RNM) suite à la note D5140NT13-153. Montée d'indice du PIE le 17/02/2016 sans impact pour MSR.";
"00022538 ";"DOCN";" ";"DI001 - DP327 ind0:Examen conformité VD4 900 - 1234C2016 DAM";"17/08/15";"31/12/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"21/08/15";"D";" COMMENTAIRES ILD AU CLIP 45 DU 29/07/2015 : Mise en place d'un organisation pour ECOT VD4 sur site. Nommer le pilote sur site, mep une organisation locale (<fin2016) ,écrire la note d'orga ou d'ouverture d 'affaire (<fin2016),   fournir les rapports post VD4. Création d '1PA (22538), pilote PAIDSPI (D Mante pour B Lanen), 1234C2016,  échéance : 31/12/2016 (cette échéance sera réactualisée pour la fourniture des rapports post VD4 de chaque tranche)";
"00022548 ";"DOCN";" ";"[DI001]-MEA FA KRT034B-PNPP1483- KRT007MA- 1P2017-DAM";"17/08/15";"06/09/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"09/12/15";"D";" Création de ce PA pour 1 KRT007MA uniquement. Modif non réalisée par IPE sur 1VP/2015 (PA4555) cause FCE. Par défaut,j'ai mis la date d'échéance du prochain ASR (1R2016)car aucune info d'IPE à ce jour. - 1 action pour chaine KRT007 MA (CVI) de SAE ========================================================== ILD 08/04/2014: Ajout courrier D0900CP1400022 pour EPCKRT1 10(version avec PNPP1363) voir LNDS+ et - dans onglet doc ILD le 22/05/2015 : ne pas tenir compte de KRT505MA, il n' ya aucun référentiel attaché à cette chaine =========================================================== ILD le 07/07/2016 : report en 2017 du PA";
"00022548 ";"DOCN";" ";"[DI001]-MEA FA KRT034B-PNPP1483- KRT007MA- 1P2017-DAM";"17/08/15";"06/09/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"09/12/15";"S";"Modification de la date d'échénace du PA pour coller avec la fin de l'arrêt tranche 1";
"00022693 ";"DOCN";" ";"[DI001]- MAJ  CHAP9 LHP/Q044 PNPP1342 - 3P2017 - DAM";"20/08/15";"01/11/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/12/15";"D";" CLIP 46 du 20/08/2015: Reliquat DA Grand Chaud de TR3/2015 La modif PNPP1342 en TR3/2015 ne sera pas faite sur LHP --> report AT/2017. Ce PA trace la mise à jour du CHAP9 LHP à faire suite à la réalisation du solde de la modif en 2017. Pas d'action métier car aucun CL4 impacté";
"00022743 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°170 à 174 JUILLET 2015";"24/08/15";"01/06/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"24/08/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°170 à 1174 soit jusque fin Juillet 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00022918 ";"DOCN";" ";"DI001-MEA FA 01 RPMQ CPY VD2 ind2 et VD3 ind1-1234C2015 DAM";"27/08/15";"30/06/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"07/01/16";"D";" CADRE : MEA intégration FA 01 au RPMQ VD2 ind2 et VD3 ind1 CONTEXTE : Déploiement FA 01 RPMQ VD2 ind2 et VD3 ind1 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI Intégration RPMQ pour les métier AU et MT concernés par cette évolution CHARGE DE TRAVAIL : 20h 10h pour la partie DOC 10h pour la partie SI Commentaire ILD au CLIP 46 du 19/08/2015 : Il concerne la déclinaison de la FA 01 au RPMQ VD2 ind 02 et VD3 ind01. Concerne AU et MT. mise à jour OTM pour AU et DMO/DRE/DSI pour MT. Création d'1 PA (...) , pilote PAIDSPI (D Mante pour D Lanen ), 1234C2015 échéance : 31/12/2015,   1 action TOR (PAAUTPI pour P Crozat), 1 action SCE (PALABPI pour AS/Gorrias), 1 action MT (PAMECPI pour R Dupont),";
"00022918 ";"DOCN";" ";"DI001-MEA FA 01 RPMQ CPY VD2 ind2 et VD3 ind1-1234C2015 DAM";"27/08/15";"30/06/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"07/01/16";"S";"L'analyse du retard réalisée par MTE et l'émission d'une DED4 : DAM MT OTM 17 0006 (OTM 4037 / 4762 / 10900 / 26813 / 10961 - RRI) - P1, permet de décaler l'échéance du PA au 30/06/2017";
"00022961 ";"DOCN";"CHA";"Cplmts PNPP1402 -visite périodique SAR050BA-1234P2017-DAM";"31/08/15";"01/03/17";" ";"DAM";"PACHAPI";;;;"NOTIFIÉ";"08/09/15";"D";" CADRE :compléments à la MEA PNPP1402&1403 - Etat VD2/VD3 maintenance EQT SAR 050 BA CONTEXTE : Motorisation vannes PTR APPLICABILITE : CPY DECLINAISON COMPLETE : S.O. CHARGE DE TRAVAIL : 16h pour l'intégration dans le SI COMMENTAIRE ILD AU CLIP 46 DU 19/08/2015  Il concerne la maintenance et l'inspection de SAR 050 BA, ballon qui a été ajouté dans le cadre de la modification PNPP1402/1403. . Livraison de 2 PMRQ d'inspection et requalification périodique. Les modifications sont prévues TEM2015 (TR1 et TR3) et TEM2016 (TR2 et TR4). Création d'1 PA (00022961), pilote PACHAPI (C Balland) 1234P2017. échéance 01/03/2017, 1 action MSR CH (PACHAPI) 1P2016 échéance 30/06/2016 , 1 action MSR CH (PACHAPI) 2P2017, échéance 01/03/2017, 1 action MSR CH 3P2016 échéance : 30/06/2016, 1 action MSR CH (PACHAPI) 4P2017 échéance 01/03/2017";
"00023327 ";"DOCN";"SIR";"[PIE] - fonction GSS118TY 1234P 2016-2017";"11/09/15";"18/03/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"18/09/15";"D";" Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et des contrôles supportages. Mise à jour ZS I2-3 et I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Mise à jour ZS E3-1 et I4-1. Ajout ZS I4-3. Prise en compte de la modélisation des lignes GSS011TY-A, GSS118TY, GSS119TY dans BRT CICERO Intégrer résultats UT Mep sur les coudes dans le logiciel. Pour information, les indices précédents de ces PIE n'ont pas été transmis aux métiers pour intégration.";
"00023329 ";"DOCN";"SIR";"[PIE] - fonction GSS218TY 1234P 2016-2017";"11/09/15";"18/03/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"18/09/15";"D";" Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et des contrôles supportages. Mise à jour ZS I2-3 et I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Mise à jour ZS E3-1 et I4-1. Ajout ZS I4-3. Prise en compte de la modélisation des lignes GSS031TY-A, GSS218TY, GSS219TY dans BRT CICERO Intégrer résultats UT Mep sur les coudes dans le logiciel. Pour information, les indices précédents de ces PIE n'ont pas été transmis aux métiers pour intégration.";
"00023330 ";"DOCN";"SIR";"[PIE] - fonction GSS318TY 1234P 2016-2017";"11/09/15";"18/03/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"18/09/15";"D";" Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et des contrôles supportages. Mise à jour ZS I2-3 et I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Mise à jour ZS E3-1 et I4-1. Ajout ZS I4-3. Prise en compte de la modélisation des lignes GSS021TY-A, GSS318TY, GSS319TY dans BRT CICERO Intégrer résultats UT Mep sur les coudes dans le logiciel. Pour information, les indices précédents de ces PIE n'ont pas été transmis aux métiers pour intégration.";
"00023333 ";"DOCN";"SIR";"[PIE] - fonction GSS418TY 1234P 2016-2017";"11/09/15";"18/03/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"30/09/16";"D";" Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et des contrôles supportages. Mise à jour ZS I2-3 et I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Mise à jour ZS E3-1 et I4-1. Ajout ZS I4-3. Prise en compte de la modélisation des lignes GSS041TY-A, GSS418TY, GSS419TY dans BRT CICERO Intégrer résultats UT Mep sur les coudes dans le logiciel. Pour information, les indices précédents de ces PIE n'ont pas été transmis aux métiers pour intégration.";
"00023529 ";"DOCN";" ";"DI001-DT346 ind1 GEST° MDP/SUPPORTS AMOVIBLES-1234C2016 DAM";"17/09/15";"31/12/16";" ";"DAM";"PAINFPI";;;;"APPROUVÉ";"30/10/15";"D";" COMMENTAIRES ILD AU CLIP 47 DU 16/09/2015 : Evolution indice 1, sur les mots de passe et des règles d'administration nouvelles, (annnexe 2 ) et la sécurisation PMC (annexe 10). Exigence d'intégration sous 6 mois. Les évolutions sont donc pour SSI et FARN LEV. ILD propose 1 seul PA sous pilotage SSI avec une action FARN LV. Création d'1 PA (0023529), pilote PAINFPI, échéance : 30/03/2016, 1234C2016, 1 action SSI (PAINFPI) pour Chagnoux N, 1 action FARN LEV pour NNI E55571  (S Cordelle)";
"00023529 ";"DOCN";" ";"DI001-DT346 ind1 GEST° MDP/SUPPORTS AMOVIBLES-1234C2016 DAM";"17/09/15";"31/12/16";" ";"DAM";"PAINFPI";;;;"APPROUVÉ";"30/10/15";"S";"Action suivie par la CSIL. Avancement au 2 juin 2017 : MTE a présentée sa note d'organisation (en cours). SAE s'en inspirera. Les inventaires sont en cours pour SAE et MTE Lien avec l'action Base Suivi d'actions A-12360";
"00024011 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°175 à 178 AOUT 2015";"01/10/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"01/10/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°175 à 178 soit jusque fin Août 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
